A,B,C,D,VOLUME,AREA,AREA_FORMULA,VOL_FORMULA,ECLODIU
59.95,44.80,32.16,27.80,52.15,7660.22,7769.11,51.89,0
58.93,46.79,30.85,28.08,54.46,7911.54,8094.64,54.74,0
60.66,46.96,30.45,30.21,55.77,8072.45,8308.63,56.30,1
59.84,46.98,32.59,27.25,55.52,8044.23,8232.31,55.74,1
58.01,45.71,29.64,28.37,52.10,7561.04,7769.47,52.19,1
59.28,44.40,31.27,28.02,50.90,7485.65,7618.01,50.77,0
58.86,45.04,29.70,29.17,51.57,7535.43,7711.85,51.60,1
58.11,46.04,29.45,28.66,52.76,7674.07,7850.89,52.84,1
59.46,46.01,29.75,29.71,53.91,7831.56,7977.73,53.70,0
60.05,47.42,30.63,29.42,56.84,8208.87,8348.10,56.72,1
62.15,47.81,31.72,30.43,57.67,8319.79,8655.38,59.03,1
64.60,47.51,35.94,28.65,60.47,8673.37,8849.30,60.25,0
64.18,45.81,32.22,31.95,57.27,8327.27,8412.76,56.60,1
62.53,45.90,33.04,29.49,55.57,8096.52,8267.03,55.64,1
64.17,48.45,33.51,30.67,61.54,8816.28,9014.15,61.82,0
62.14,47.66,31.61,30.53,58.88,8449.35,8618.10,58.71,1
61.60,46.28,31.42,30.18,55.67,8066.94,8254.96,55.70,1
62.62,45.78,31.94,30.68,55.81,8124.63,8247.27,55.46,0
61.35,45.28,31.19,30.17,53.91,7856.98,8009.44,53.68,1
61.37,46.29,31.44,29.93,55.63,8065.48,8234.83,55.56,1
62.07,46.27,31.40,30.66,56.03,8123.77,8300.16,56.01,1
61.60,44.07,31.56,30.04,52.07,7680.20,7771.42,51.66,1
64.14,49.65,32.97,31.16,64.23,9111.59,9289.98,64.28,1
59.90,43.81,33.97,25.93,50.05,7385.62,7558.82,50.14,1
60.31,46.25,31.17,29.14,54.68,7924.85,8117.08,54.73,1
60.16,44.90,32.48,27.69,52.05,7617.48,7812.17,52.21,1
62.58,46.75,32.17,30.40,57.45,8295.72,8459.75,57.28,1
57.37,47.04,32.87,24.50,54.31,7841.16,7999.00,54.06,0
60.05,43.59,30.67,29.39,50.44,7449.62,7518.27,49.85,1
64.78,46.01,33.75,31.03,57.16,8318.11,8519.00,57.39,1
59.76,46.40,31.02,28.74,54.49,7922.64,8094.60,54.63,1
61.46,46.60,34.99,26.47,55.41,8056.95,8322.10,56.21,0
61.33,46.70,32.57,28.77,56.37,8175.48,8322.75,56.30,1
56.71,46.91,29.29,27.42,53.17,7709.11,7893.61,53.35,1
61.90,46.81,33.46,28.45,56.67,8211.39,8407.76,56.92,1
60.44,45.60,32.22,28.22,52.98,7748.07,7991.62,53.66,1
58.13,45.06,31.72,26.41,51.01,7474.96,7647.04,51.15,1
54.27,45.20,28.24,26.02,48.97,7177.79,7293.80,48.81,0
61.55,47.74,32.90,28.65,58.86,8433.63,8577.22,58.43,1
58.55,44.99,30.17,28.39,51.76,7559.18,7671.22,51.31,1
61.83,47.67,31.91,29.92,58.53,8430.02,8588.37,58.50,1
58.62,43.74,31.07,27.55,49.57,7315.77,7413.12,49.21,1
65.13,46.20,34.81,30.32,57.94,8425.34,8600.87,58.02,0
57.09,45.78,30.43,26.66,51.35,7483.01,7693.68,51.67,1
62.17,47.33,31.47,30.70,58.19,8380.26,8548.73,58.11,0
56.98,46.05,30.49,26.49,52.30,7630.61,7739.70,52.06,1
60.15,43.29,30.45,29.70,49.71,7358.39,7465.06,49.41,1
60.56,44.73,31.41,29.15,51.72,7570.58,7812.78,52.17,0
61.89,45.48,33.34,28.55,53.79,7876.23,8110.88,54.42,1
61.24,46.47,32.64,28.60,56.19,8150.90,8261.47,55.79,1
63.92,46.56,32.70,31.22,57.56,8341.48,8556.76,57.88,1
62.24,46.38,35.29,26.95,57.10,8285.22,8349.74,56.33,1
60.88,46.27,32.82,28.07,55.00,8002.15,8182.65,55.18,1
59.46,44.23,30.49,28.97,50.69,7453.94,7597.45,50.58,1
58.42,43.58,31.22,27.20,49.28,7275.50,7361.90,48.83,1
60.28,46.17,31.52,28.77,54.66,7946.02,8099.18,54.59,0
60.09,46.73,31.54,28.55,54.57,7934.71,8200.42,55.46,1
62.23,47.81,32.13,30.10,58.71,8457.88,8663.35,59.08,0
62.38,47.08,32.84,29.54,56.94,8258.94,8514.63,57.77,0
58.15,45.01,29.85,28.30,50.80,7459.58,7635.18,51.08,1
60.78,46.17,30.77,30.02,54.77,7963.66,8148.87,54.93,0
59.35,47.42,30.98,28.37,55.07,7959.32,8276.97,56.20,1
61.55,47.38,31.41,30.13,57.48,8280.32,8494.95,57.75,0
58.12,46.26,29.07,29.05,53.03,7704.75,7897.42,53.22,1
59.81,47.75,31.42,28.39,56.69,8144.59,8396.93,57.15,0
58.90,45.06,31.22,27.68,51.65,7571.96,7720.92,51.66,1
59.31,44.93,32.07,27.25,51.51,7562.04,7734.13,51.70,1
59.10,45.43,31.98,27.12,51.40,7546.52,7821.12,52.44,1
59.67,47.35,32.24,27.43,56.38,8142.76,8297.09,56.31,1
61.40,48.13,30.89,30.51,58.50,8408.22,8646.10,59.07,1
64.01,46.88,32.74,31.27,58.03,8403.14,8636.19,58.55,1
61.44,43.58,30.72,30.72,51.08,7544.59,7651.29,50.71,0
59.24,44.56,30.14,29.10,51.64,7573.59,7646.43,51.02,1
62.15,45.56,32.14,30.00,54.96,8006.42,8152.06,54.74,0
61.31,46.09,31.81,29.50,54.97,8022.72,8183.88,55.14,0
61.74,46.38,32.76,28.97,56.49,8178.13,8291.81,55.97,0
59.51,46.15,31.77,27.74,53.78,7830.16,8016.44,54.00,1
58.40,45.56,30.45,27.95,52.03,7593.20,7777.20,52.19,1
63.37,45.28,31.69,31.69,55.12,8047.79,8211.63,55.03,0
58.04,44.43,32.07,25.97,49.64,7308.94,7505.18,50.01,1
62.32,47.50,32.44,29.88,58.38,8407.86,8601.98,58.54,1
59.86,46.76,33.59,26.27,55.28,8011.35,8190.04,55.35,1
58.44,45.10,31.97,26.47,51.06,7484.47,7686.90,51.43,1
62.62,45.28,34.69,27.93,54.27,7929.38,8141.72,54.53,1
59.65,44.29,30.70,28.95,51.40,7561.20,7629.41,50.81,1
60.24,46.90,34.01,26.22,56.17,8126.37,8260.17,55.88,0
60.82,47.26,33.44,27.38,56.39,8134.27,8398.09,56.99,1
58.90,46.79,31.88,27.02,55.39,8029.79,8093.90,54.72,1
58.09,44.70,30.82,27.27,50.69,7444.78,7565.53,50.51,1
61.05,44.47,35.93,25.12,52.28,7655.25,7817.72,52.02,0
61.06,45.73,35.94,25.12,54.80,7957.80,8094.90,54.32,0
59.13,46.28,30.82,28.31,53.76,7830.83,8003.93,53.96,0
59.11,47.30,32.45,26.66,55.90,8066.64,8228.36,55.80,1
61.28,46.67,34.81,26.47,56.32,8157.02,8318.81,56.21,0
60.53,44.65,33.54,27.00,51.79,7611.65,7797.84,52.02,0
63.26,46.13,35.51,27.74,57.04,8280.68,8397.05,56.57,0
60.48,45.33,33.68,26.80,53.27,7791.71,7939.65,53.19,1
54.91,43.27,31.10,23.82,46.12,6830.66,6969.07,46.16,1
59.51,46.67,32.02,27.49,54.48,7906.46,8131.19,54.95,1
62.76,46.92,33.96,28.80,58.35,8426.29,8519.55,57.74,1
60.21,45.60,32.27,27.95,53.22,7776.80,7969.05,53.50,1
59.37,44.52,33.21,26.16,51.48,7554.05,7656.74,51.03,1
58.67,43.83,31.72,26.95,49.55,7313.10,7439.21,49.40,0
58.37,45.58,31.45,26.92,52.01,7615.28,7780.03,52.20,1
56.61,46.46,30.45,26.16,52.80,7667.52,7791.61,52.52,1
61.55,47.13,33.15,28.39,57.60,8294.56,8442.31,57.27,1
62.62,45.02,34.46,28.16,54.86,8005.71,8085.60,54.07,1
64.60,45.70,36.34,28.27,56.84,8248.01,8439.03,56.68,1
59.17,44.58,31.22,27.95,50.95,7491.70,7644.98,51.00,1
64.60,46.11,32.41,32.19,57.79,8370.11,8522.21,57.46,1
63.33,46.29,35.85,27.48,57.18,8311.26,8443.40,56.94,0
62.19,48.08,34.51,27.68,59.12,8498.58,8726.30,59.58,1
58.54,45.73,29.64,28.90,52.44,7624.68,7827.16,52.59,1
61.10,46.53,30.93,30.17,55.68,8059.97,8258.98,55.81,0
62.14,44.60,31.56,30.57,53.53,7833.73,7940.88,52.98,1
62.91,43.21,33.59,29.32,51.42,7607.88,7715.09,50.96,1
57.77,46.69,29.10,28.67,53.91,7803.88,7954.78,53.74,1
61.46,48.12,32.99,28.47,58.81,8454.70,8655.33,59.11,1
61.98,47.53,31.52,30.45,58.13,8374.86,8573.01,58.35,1
57.15,43.81,28.95,28.20,48.69,7180.37,7285.50,48.41,0
58.94,44.60,30.22,28.72,50.72,7453.32,7626.09,50.89,1
59.81,45.70,30.27,29.54,53.14,7736.40,7947.81,53.40,0
59.22,45.73,31.11,28.11,53.19,7762.95,7894.77,53.04,1
60.51,45.90,30.99,29.52,54.48,7940.78,8061.29,54.24,1
56.50,45.11,30.13,26.37,50.11,7358.60,7495.50,50.15,1
63.47,45.01,32.59,30.88,54.63,8013.21,8163.95,54.61,1
59.92,43.77,34.62,25.31,49.61,7355.42,7554.68,50.08,1
57.30,44.99,29.17,28.14,50.75,7413.94,7547.46,50.48,1
61.15,45.81,30.97,30.18,54.73,7966.18,8106.89,54.52,1
61.89,46.23,31.82,30.07,55.70,8094.35,8273.61,55.81,1
58.17,44.83,31.49,26.68,51.24,7508.88,7601.54,50.78,0
61.19,45.68,34.21,26.98,54.44,7939.97,8088.62,54.31,1
60.81,45.43,32.57,28.24,53.80,7855.55,7990.12,53.59,1
58.31,44.70,30.79,27.52,50.56,7440.96,7587.04,50.66,1
58.90,45.56,33.74,25.16,52.83,7699.08,7836.19,52.53,1
60.78,45.30,33.09,27.69,53.26,7809.14,7961.42,53.34,1
61.56,44.93,31.79,29.77,53.13,7790.86,7954.18,53.18,1
63.89,44.27,35.73,28.16,54.18,7963.53,8047.41,53.50,1
61.76,45.70,35.41,26.36,54.60,7880.14,8154.32,54.74,0
64.19,46.76,33.09,31.10,58.21,8410.19,8628.31,58.45,1
63.42,49.33,32.70,30.72,62.53,8894.13,9138.47,63.05,1
60.74,47.95,31.94,28.80,58.34,8386.26,8538.75,58.23,1
57.61,46.04,29.45,28.16,52.29,7621.01,7800.70,52.49,1
64.22,45.26,34.40,29.82,55.55,8142.98,8296.23,55.58,1
61.45,45.79,32.87,28.58,55.00,8025.37,8134.26,54.69,1
62.69,47.78,34.65,28.05,58.89,8482.77,8710.52,59.37,0
61.40,46.06,31.70,29.70,55.03,8007.62,8187.47,55.16,0
57.83,45.17,29.46,28.37,50.88,7426.39,7635.91,51.13,1
60.54,46.09,31.55,28.99,55.18,8013.35,8107.43,54.62,1
60.71,45.60,30.99,29.72,53.36,7799.97,8016.96,53.84,1
59.88,45.18,30.70,29.18,52.21,7616.06,7842.70,52.53,0
61.14,44.79,32.70,28.43,53.45,7826.78,7884.68,52.66,1
62.42,45.31,31.72,30.70,54.69,7983.61,8124.56,54.46,0
60.84,48.09,30.42,30.42,59.36,8462.55,8578.25,58.56,1
56.55,45.04,28.45,28.11,50.41,7409.24,7482.64,50.06,1
61.19,45.58,33.49,27.70,53.82,7859.90,8064.32,54.13,1
59.67,45.79,30.32,29.36,53.44,7802.54,7953.51,53.47,1
58.44,45.85,29.22,29.22,52.84,7703.74,7842.76,52.73,1
61.60,48.03,30.93,30.67,58.31,8366.92,8645.92,59.03,1
61.02,48.07,31.77,29.25,58.20,8379.93,8594.19,58.67,1
60.59,46.14,30.45,30.13,54.13,7893.79,8121.51,54.73,0
57.38,43.79,28.95,28.43,48.95,7215.01,7303.69,48.53,0
55.67,42.87,28.45,27.22,45.81,6787.95,6953.66,46.01,1
61.54,46.72,31.41,30.13,55.91,8070.51,8347.55,56.49,1
59.71,45.54,30.60,29.11,54.12,7893.41,7902.90,53.05,1
62.53,47.92,35.06,27.47,59.92,8591.04,8726.79,59.52,1
56.79,45.95,29.54,27.25,51.79,7551.59,7699.12,51.76,0
62.64,44.21,31.82,30.82,52.77,7771.01,7903.14,52.58,1
58.71,46.38,31.02,27.70,53.34,7756.48,7984.27,53.85,1
59.58,42.74,29.92,29.67,48.83,7231.64,7294.82,48.13,1
57.99,45.15,29.52,28.47,51.11,7491.19,7648.14,51.20,1
60.15,47.33,30.45,29.70,56.85,8203.15,8339.03,56.63,1
62.17,45.76,34.09,28.08,54.82,7984.92,8202.16,55.12,1
62.69,46.54,32.13,30.57,56.89,8259.66,8424.80,56.96,1
60.90,46.06,32.47,28.43,55.30,8039.01,8138.31,54.81,1
61.42,46.33,32.97,28.45,55.72,8085.86,8251.02,55.67,1
62.61,47.30,31.45,31.16,58.20,8385.58,8586.85,58.37,0
62.73,46.54,33.15,29.57,56.79,8246.42,8429.24,56.98,1
58.07,46.42,30.91,27.15,52.19,7628.38,7929.76,53.48,1
58.04,43.96,32.39,25.64,49.17,7259.82,7408.77,49.23,1
60.81,46.70,30.79,30.02,55.56,8059.24,8267.10,55.92,1
64.14,46.54,32.69,31.45,58.49,8458.86,8574.67,58.00,1
62.64,48.31,34.21,28.43,60.64,8678.99,8823.84,60.38,1
58.02,47.21,30.99,27.03,55.19,7997.70,8095.15,54.84,1
61.92,45.33,31.50,30.42,54.28,7959.64,8078.43,54.16,1
60.02,44.08,31.91,28.11,50.26,7408.29,7622.20,50.69,1
60.73,45.57,31.10,29.64,53.19,7782.44,8013.03,53.80,1
57.11,42.77,29.20,27.91,47.03,6960.68,7068.29,46.71,0
59.58,44.51,29.92,29.67,51.41,7536.59,7668.51,51.15,1
59.56,45.95,29.79,29.77,53.99,7864.00,7976.62,53.68,1
59.43,44.02,32.34,27.08,50.33,7419.15,7552.20,50.20,1
58.90,44.23,29.57,29.32,50.07,7388.24,7543.51,50.23,1
59.67,43.77,30.32,29.36,49.83,7376.38,7520.32,49.93,1
62.47,45.54,32.69,29.78,55.15,8049.64,8181.57,54.93,1
62.06,45.18,31.04,31.02,54.16,7924.00,8058.09,53.97,0
63.86,46.75,32.20,31.65,57.78,8366.78,8592.76,58.21,1
62.35,46.03,32.19,30.17,55.67,8083.63,8276.17,55.75,1
58.94,45.35,29.74,29.20,52.52,7671.55,7785.86,52.20,1
60.86,43.96,31.85,29.02,51.11,7542.88,7676.68,51.00,1
61.78,45.40,31.54,30.24,54.12,7909.50,8080.00,54.20,1
56.57,46.73,29.82,26.75,52.80,7677.06,7842.17,52.94,1
58.61,46.79,29.95,28.66,54.12,7839.77,8063.55,54.53,1
61.61,45.70,31.54,30.07,54.60,7965.68,8129.19,54.64,1
60.60,45.02,30.93,29.67,52.79,7722.71,7880.21,52.72,0
65.35,44.93,32.79,32.57,56.22,8240.73,8332.55,55.69,1
58.29,45.68,30.02,28.27,51.84,7575.62,7789.72,52.31,1
62.45,46.04,32.59,29.85,55.69,8125.25,8288.94,55.84,0
60.74,48.98,30.91,29.83,59.71,8535.32,8769.38,60.22,1
60.03,46.67,30.77,29.27,55.05,7983.74,8182.26,55.32,1
59.42,44.58,30.22,29.20,51.37,7541.86,7668.34,51.17,1
64.54,46.17,34.41,30.12,57.87,8400.52,8533.66,57.56,1
58.93,46.04,29.85,29.07,53.32,7780.61,7931.96,53.40,1
59.37,44.53,29.76,29.60,51.73,7533.29,7651.32,51.04,1
61.98,45.47,31.98,30.00,54.62,7979.99,8114.99,54.46,1
60.56,45.48,31.17,29.39,53.63,7801.24,7975.48,53.52,1
59.56,43.09,30.38,29.18,48.60,7220.64,7365.80,48.70,1
59.40,46.01,30.82,28.58,53.60,7787.65,7973.10,53.67,0
57.11,44.69,29.21,27.90,50.19,7364.35,7464.53,49.84,1
61.03,46.63,31.24,29.79,56.45,8152.26,8275.29,55.96,0
58.34,46.62,29.79,28.55,53.90,7812.66,7999.02,54.03,1
58.78,45.22,29.90,28.88,52.25,7604.06,7741.47,51.86,1
64.30,44.90,34.04,30.27,54.73,8024.17,8223.23,54.95,0
60.17,45.08,30.47,29.70,52.63,7706.59,7849.65,52.54,1
61.57,46.25,32.66,28.92,55.68,8059.02,8247.06,55.62,1
59.83,47.78,30.17,29.67,57.32,8223.92,8404.84,57.23,1
59.67,45.26,31.60,28.08,52.56,7703.26,7840.68,52.53,1
60.70,45.54,30.38,30.32,53.68,7839.45,8002.56,53.72,0
54.42,43.85,27.95,26.47,46.28,6834.48,7033.02,46.76,1
62.33,44.43,32.29,30.04,52.50,7725.96,7922.13,52.78,0
59.56,45.95,31.54,28.02,53.06,7742.95,7978.21,53.68,1
59.26,45.40,30.77,28.49,52.53,7681.64,7828.17,52.49,1
61.85,51.02,30.93,30.93,64.23,9060.03,9355.96,65.21,1
61.03,44.65,31.77,29.27,52.26,7683.32,7842.69,52.34,1
66.02,46.79,33.65,32.37,59.29,8587.26,8825.17,59.83,0
58.54,45.51,33.20,25.34,52.06,7628.54,7786.39,52.19,0
62.44,46.83,33.47,28.97,56.39,8169.24,8467.03,57.34,0
62.28,46.65,34.29,27.99,56.92,8246.48,8411.76,56.88,0
61.94,48.60,32.47,29.47,60.39,8632.16,8812.75,60.41,1
58.68,43.89,30.44,28.24,49.51,7295.13,7451.32,49.52,1
59.70,45.51,31.24,28.47,52.08,7605.04,7896.47,52.99,1
58.93,45.54,32.09,26.83,52.32,7658.64,7828.59,52.52,1
54.99,44.90,27.52,27.47,48.59,7129.97,7301.54,48.80,1
60.01,48.42,31.79,28.22,58.53,8395.02,8567.86,58.57,0
60.60,48.03,30.42,30.18,58.83,8426.13,8540.71,58.28,1
59.02,47.02,29.79,29.23,54.96,7975.38,8154.13,55.23,1
59.26,46.15,30.27,28.99,54.27,7893.45,7989.26,53.82,1
58.99,45.78,29.65,29.34,52.82,7710.04,7883.24,52.99,1
58.56,44.95,31.07,27.49,51.36,7533.36,7664.81,51.25,0
62.78,46.90,32.02,30.77,57.50,8331.05,8514.45,57.72,1
60.30,47.99,31.01,29.29,57.76,8304.87,8501.26,57.98,1
57.77,45.90,29.95,27.82,52.07,7589.94,7786.12,52.35,1
62.69,44.33,35.26,27.43,53.08,7804.28,7942.96,52.84,0
60.13,45.29,31.44,28.70,53.36,7788.46,7892.49,52.89,1
58.58,48.10,31.08,27.50,55.92,8081.67,8345.77,56.87,0
63.91,47.75,33.09,30.82,60.64,8704.46,8826.65,60.22,1
63.81,46.19,32.38,31.43,57.11,8253.74,8461.20,57.08,0
62.89,45.29,32.70,30.18,54.94,8022.47,8167.59,54.74,1
63.41,44.79,33.21,30.20,54.56,7994.38,8108.93,54.15,1
61.09,42.87,31.06,30.03,49.62,7356.10,7466.53,49.27,1
61.15,45.06,30.70,30.45,53.61,7829.54,7942.75,53.16,1
60.42,44.94,30.26,30.17,52.95,7764.11,7844.73,52.46,1
60.23,46.16,32.89,27.34,54.51,7946.25,8093.19,54.52,1
63.60,45.11,34.22,29.39,54.55,8021.94,8201.04,54.88,1
63.14,46.18,31.73,31.41,56.48,8224.59,8389.50,56.59,1
61.59,47.51,31.44,30.15,57.30,8247.26,8528.78,58.03,1
58.53,45.49,31.60,26.92,51.73,7567.85,7776.24,52.15,1
58.21,46.32,29.11,29.11,54.02,7827.74,7920.16,53.40,1
58.13,45.31,29.45,28.68,52.27,7619.59,7696.37,51.58,0
62.08,45.18,31.57,30.52,54.14,7887.38,8060.88,53.99,1
59.07,44.49,30.15,28.92,50.67,7435.27,7615.10,50.79,1
59.06,44.93,31.32,27.74,51.89,7596.30,7708.24,51.53,1
60.58,45.65,30.34,30.24,54.55,7957.06,8013.61,53.84,0
61.60,48.03,33.21,28.40,58.45,8395.45,8649.15,59.03,1
60.79,45.68,31.25,29.54,53.50,7818.08,8041.58,54.03,0
61.71,46.10,34.74,26.97,55.87,8118.85,8235.13,55.45,1
59.62,46.29,32.20,27.41,54.89,7953.20,8059.45,54.33,1
61.85,47.28,32.95,28.90,57.98,8339.48,8505.68,57.77,1
60.82,45.84,31.52,29.29,53.58,7844.00,8079.58,54.34,1
62.89,47.75,32.09,30.79,59.58,8569.36,8718.52,59.46,1
58.92,45.83,29.97,28.95,53.33,7760.80,7886.44,53.02,0
58.83,45.76,31.19,27.65,53.13,7728.23,7863.79,52.84,1
60.21,46.03,32.64,27.58,53.70,7834.47,8063.43,54.28,1
60.17,46.54,31.35,28.83,55.38,8035.94,8167.20,55.17,1
59.28,47.49,29.64,29.64,56.13,8063.48,8283.04,56.27,1
61.21,47.13,30.99,30.22,57.16,8261.26,8402.88,57.01,0
62.52,44.69,32.89,29.63,53.27,7825.13,7999.31,53.39,1
61.17,46.54,32.09,29.07,55.47,8066.86,8269.34,55.88,1
59.78,45.55,30.04,29.75,53.67,7844.51,7912.33,53.12,0
60.84,45.01,30.92,29.92,52.50,7677.46,7900.01,52.85,1
61.01,46.90,33.04,27.97,56.06,8125.16,8334.85,56.44,0
59.87,46.62,32.60,27.27,54.91,7947.86,8158.12,55.11,0
61.74,45.13,31.24,30.49,53.54,7837.71,8014.99,53.66,0
58.58,43.76,29.92,28.66,49.43,7263.33,7412.32,49.22,0
63.72,47.81,32.62,31.10,60.23,8652.94,8820.18,60.20,1
59.53,46.22,34.17,25.37,53.45,7752.97,8042.86,54.15,1
59.92,45.26,32.13,27.80,54.29,7916.97,7866.28,52.70,1
59.21,48.56,30.00,29.21,57.11,8205.49,8512.96,58.22,1
65.56,47.60,32.90,32.66,60.99,8760.43,8963.63,61.14,1
57.63,43.29,29.68,27.95,47.67,7056.01,7224.37,47.86,0
58.63,44.54,29.95,28.68,50.07,7361.90,7582.64,50.59,1
60.62,46.29,31.94,28.68,54.90,7975.19,8159.48,55.04,1
60.44,45.60,30.74,29.70,53.77,7839.03,7989.78,53.66,0
60.78,48.45,30.79,29.99,58.54,8408.91,8653.50,59.22,1
59.46,46.17,31.55,27.91,54.05,7830.09,8015.50,54.00,1
57.82,44.86,30.70,27.12,50.33,7398.47,7572.16,50.60,1
57.71,45.38,29.72,27.99,50.82,7443.19,7669.08,51.41,1
62.99,45.60,32.52,30.47,55.01,8037.97,8246.09,55.39,1
60.28,47.17,30.54,29.74,57.19,8246.20,8317.65,56.43,0
62.97,47.81,34.15,28.83,60.39,8670.03,8744.90,59.64,1
59.67,45.08,30.47,29.20,52.16,7640.67,7800.11,52.21,1
56.46,45.90,29.74,26.72,51.40,7495.45,7656.18,51.45,1
61.74,44.35,31.99,29.74,53.20,7812.44,7847.15,52.26,1
62.29,45.33,31.16,31.13,54.47,7949.72,8114.51,54.40,1
60.65,47.07,30.87,29.78,56.39,8166.58,8331.77,56.49,0
60.87,45.78,30.95,29.92,55.23,8013.03,8070.32,54.26,1
62.33,45.11,31.94,30.38,54.26,7955.68,8071.00,54.03,1
63.53,45.40,32.79,30.74,55.53,8122.15,8255.97,55.38,0
63.51,46.13,32.76,30.74,57.87,8381.64,8415.69,56.74,0
60.67,44.06,31.22,29.45,51.14,7537.81,7679.64,51.06,1
61.30,45.82,31.91,29.39,54.69,7962.12,8124.54,54.64,0
60.03,44.72,30.39,29.64,51.52,7533.89,7757.91,51.81,1
60.54,47.30,31.90,28.65,56.49,8147.71,8373.88,56.85,1
63.87,44.01,32.44,31.44,53.69,7897.38,7980.84,53.00,1
58.18,44.27,29.57,28.61,49.88,7348.65,7480.43,49.83,1
62.31,44.90,31.29,31.02,54.01,7916.03,8022.54,53.63,1
59.29,49.25,32.66,26.63,59.44,8463.52,8681.48,59.60,0
61.58,46.22,32.53,29.05,55.67,8086.48,8241.95,55.58,1
60.28,46.42,31.27,29.02,54.47,7921.30,8153.43,55.04,1
58.35,43.00,30.67,27.68,48.26,7137.82,7234.14,47.83,1
62.23,44.80,32.87,29.36,53.08,7803.67,7992.97,53.38,1
59.46,46.79,30.24,29.21,55.09,7975.70,8148.13,55.12,1
59.95,48.84,30.60,29.36,59.39,8496.34,8654.33,59.33,1
57.19,47.35,31.99,25.20,53.87,7814.37,8045.22,54.49,1
62.74,45.10,32.49,30.24,54.35,7960.46,8110.33,54.29,0
60.65,43.79,34.47,26.18,51.73,7618.33,7627.76,50.58,1
58.77,44.15,30.52,28.26,50.89,7479.68,7515.16,50.02,1
59.84,44.70,31.07,28.77,51.90,7618.17,7736.20,51.65,0
60.83,46.98,32.57,28.27,55.67,8080.18,8333.36,56.46,0
58.80,47.18,30.93,27.88,55.17,7968.32,8167.53,55.36,0
59.86,44.73,31.82,28.05,52.23,7666.13,7746.22,51.72,0
60.52,44.33,30.91,29.60,51.43,7557.04,7722.54,51.44,0
60.31,46.20,32.54,27.77,53.92,7866.94,8109.54,54.65,1
55.91,46.82,28.11,27.80,52.79,7667.68,7793.39,52.63,1
61.32,47.51,31.92,29.40,58.12,8332.49,8501.72,57.83,0
62.96,45.98,31.66,31.31,56.46,8220.36,8326.94,56.08,1
61.52,44.23,31.24,30.28,51.39,7554.62,7799.00,51.91,1
62.81,45.23,33.18,29.63,53.98,7921.86,8147.51,54.58,1
59.59,46.18,29.92,29.67,53.85,7847.44,8028.56,54.11,0
60.01,46.15,31.24,28.77,54.33,7901.61,8065.83,54.35,1
64.09,46.76,32.42,31.67,58.56,8451.11,8619.19,58.39,0
59.37,47.16,30.33,29.05,55.80,8045.58,8221.57,55.74,1
57.94,45.85,31.49,26.45,51.67,7554.91,7796.16,52.39,1
62.92,45.06,32.72,30.20,53.71,7878.79,8120.03,54.33,0
61.14,44.48,30.85,30.29,51.55,7599.39,7816.60,52.11,1
59.69,45.10,30.74,28.95,52.44,7670.02,7807.09,52.26,0
59.64,47.53,31.60,28.05,56.22,8092.98,8332.69,56.63,1
61.26,48.38,32.13,29.14,59.54,8516.94,8689.74,59.45,1
59.26,46.27,31.70,27.57,53.61,7788.78,8017.24,54.04,0
59.46,43.77,30.85,28.61,49.31,7299.43,7499.71,49.79,1
58.82,46.81,29.63,29.19,54.57,7922.37,8087.03,54.70,1
61.27,45.01,31.24,30.04,53.27,7818.10,7944.61,53.15,0
59.94,47.10,30.74,29.20,55.49,8037.79,8267.12,56.05,1
58.79,47.49,30.39,28.40,56.19,8075.98,8233.00,55.91,1
63.22,45.22,33.51,29.71,55.20,8063.72,8185.81,54.83,1
57.15,46.83,29.70,27.45,52.74,7660.60,7922.83,53.54,1
60.12,45.64,30.57,29.54,53.29,7763.87,7964.18,53.49,0
59.63,44.44,30.70,28.93,51.35,7547.10,7658.80,51.06,0
60.09,46.98,30.79,29.29,56.45,8154.08,8254.22,55.92,0
61.67,48.58,31.97,29.70,60.21,8609.34,8778.93,60.17,1
58.99,46.65,30.02,28.97,55.50,8025.87,8069.84,54.53,0
58.28,44.94,30.03,28.26,51.58,7546.35,7633.64,51.05,1
58.34,43.96,30.04,28.30,49.88,7355.66,7431.24,49.41,0
58.56,44.43,30.29,28.27,50.53,7426.63,7552.06,50.35,1
61.62,45.64,32.94,28.68,54.89,8004.18,8118.69,54.53,1
61.74,47.90,31.52,30.22,59.38,8515.18,8630.40,58.88,0
59.91,48.89,30.08,29.83,59.69,8528.35,8660.68,59.39,1
61.90,44.79,32.20,29.70,53.74,7867.93,7959.44,53.17,1
61.84,46.12,31.20,30.64,55.20,8033.05,8244.56,55.57,1
65.91,45.29,32.97,32.94,57.53,8375.14,8471.31,56.77,0
62.02,45.63,32.34,29.68,55.28,8031.75,8154.48,54.78,1
64.22,47.81,32.87,31.35,60.51,8693.04,8872.66,60.58,0
62.35,47.28,33.94,28.41,58.23,8384.03,8559.29,58.14,1
62.44,45.08,33.74,28.70,53.99,7915.73,8078.70,54.05,0
66.08,46.67,34.29,31.79,59.28,8591.63,8805.06,59.63,1
64.16,46.20,35.59,28.58,57.37,8344.49,8504.95,57.35,1
63.96,45.72,33.26,30.70,56.10,8178.70,8370.58,56.27,1
58.93,48.31,30.35,28.58,57.73,8283.89,8428.27,57.54,1
